search URL:,https://patents.google.com/?q=force&q=feedback&q=UI&oq=force+feedback+UI+,,,,,,,,,,,
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link,,,
US-5996076-A,"System, method and article of manufacture for secure digital certification of electronic commerce ","Verifone, Inc.","Kevin T. B. Rowney, Yuhua Chen",1997-02-19,1997-02-19,1999-11-30,1999-11-30,https://patents.google.com/patent/US5996076A/en,https://patentimages.storage.googleapis.com/pages/US5996076-10.png,,,
US-2011082618-A1,Adaptive Audible Feedback Cues for a Vehicle User Interface ,"Tesla Motors, Inc.","Evan Small, Michael Fairman",2009-10-05,2010-08-25,2011-04-07,,https://patents.google.com/patent/US20110082618A1/en,https://patentimages.storage.googleapis.com/US20110082618A1/US20110082618A1-20110407-D00000.png,,,
US-2016027414-A1,External user interface for head worn computing ,"Osterhout Group, Inc.","Ralph F. Osterhout, John N. Border, John D. Haddick, Edward H. Nortrup",2014-07-22,2014-08-18,2016-01-28,,https://patents.google.com/patent/US20160027414A1/en,https://patentimages.storage.googleapis.com/24/8f/49/965cc67b4daffb/US20160027414A1-20160128-D00000.png,,,
US-2016026239-A1,External user interface for head worn computing ,"Osterhout Group, Inc.","John N. Border, Ralph F. Osterhout",2014-08-28,2014-10-17,2016-01-28,,https://patents.google.com/patent/US20160026239A1/en,https://patentimages.storage.googleapis.com/d8/ab/a0/77020b45006c46/US20160026239A1-20160128-D00000.png,,,
US-6532454-B1,Stable adaptive control using critic designs ,Paul J. Werbos,Paul J. Werbos,1998-09-24,1999-09-23,2003-03-11,2003-03-11,https://patents.google.com/patent/US6532454B1/en,https://patentimages.storage.googleapis.com/US6532454B1/US06532454-20030311-D00000.png,,,
US-6377640-B2,Means and method for a synchronous network communications system ,"Stanford Syncom, Inc.",Francois Trans,1997-07-31,1998-07-31,2002-04-23,2002-04-23,https://patents.google.com/patent/US6377640B2/en,https://patentimages.storage.googleapis.com/US6377640B2/US06377640-20020423-D00000.png,,,
US-6381504-B1,Method for optimizing a plant with multiple inputs ,"Pavilion Technologies, Inc.","John P. Havener, Stephen Piche, Donald Semrad, Brian K. Stephenson",1996-05-06,1998-12-31,2002-04-30,2002-04-30,https://patents.google.com/patent/US6381504B1/en,https://patentimages.storage.googleapis.com/US6381504B1/US06381504-20020430-D00000.png,,,
US-5615132-A,Method and apparatus for determining position and orientation of a moveable object using accelerometers ,"Crossbow Technology, Inc.","Mike A. Horton, A. Richard Newton",1994-01-21,1994-01-21,1997-03-25,1997-03-25,https://patents.google.com/patent/US5615132A/en,https://patentimages.storage.googleapis.com/pages/US5615132-10.png,,,
US-6278899-B1,Method for on-line optimization of a plant ,"Pavilion Technologies, Inc.","Stephen Piche, John P. Havener, Donald Semrad",1996-05-06,1998-10-06,2001-08-21,2001-08-21,https://patents.google.com/patent/US6278899B1/en,https://patentimages.storage.googleapis.com/US6278899B1/US06278899-20010821-D00000.png,,,
US-5588032-A,Apparatus and method for imaging with wavefields using inverse scattering techniques ,"Johnson; Steven A., Wiskin; James W., Borup; David T., Christensen; Douglas A., Stenger; Frank","Steven A. Johnson, James W. Wiskin, David T. Borup, Douglas A. Christensen, Frank Stenger",1992-10-14,1992-10-14,1996-12-24,1996-12-24,https://patents.google.com/patent/US5588032A/en,https://patentimages.storage.googleapis.com/pages/US5588032-10.png,,,
US-7310768-B2,Iterative decoder employing multiple external code error checks to lower the error floor ,"Conexant Systems, Inc.","Donald Brian Eidson, Abraham Krieger, Ramaswamy Murali",2000-01-28,2004-07-16,2007-12-18,2007-12-18,https://patents.google.com/patent/US7310768B2/en,https://patentimages.storage.googleapis.com/US7310768B2/US07310768-20071218-D00000.png,,,
US-2016062118-A1,External user interface for head worn computing ,"Osterhout Group, Inc.",Ralph F. Osterhout,2014-07-22,2014-08-28,2016-03-03,,https://patents.google.com/patent/US20160062118A1/en,https://patentimages.storage.googleapis.com/c0/58/a2/e96583fd34222c/US20160062118A1-20160303-D00000.png,,,
US-2015293592-A1,Haptic information management method and electronic device supporting the same ,"Samsung Electronics Co., Ltd.","Cheol Ho Cheong, Chul Hwan Lee, Byoung Tack ROH, Jae Yung Yeo, Yo Ywang IM",2014-04-15,2015-04-14,2015-10-15,,https://patents.google.com/patent/US20150293592A1/en,https://patentimages.storage.googleapis.com/7c/40/f7/c0f0ba85fdf7b3/US20150293592A1-20151015-D00000.png,,,
US-6216083-B1,System for intelligent control of an engine based on soft computing ,"Yamaha Motor Co., Ltd.","Sergei V. Ulyanov, Shigeki Hashimoto, Masashi Yamaguchi",1998-10-22,1998-10-22,2001-04-10,2001-04-10,https://patents.google.com/patent/US6216083B1/en,https://patentimages.storage.googleapis.com/US6216083B1/US06216083-20010410-D00000.png,,,
US-2012223880-A1,Method and apparatus for producing a dynamic haptic effect ,Immersion Corporation,"David Birnbaum, Juan Manuel Cruz-Hernandez, Danny Grant, Chris Ullrich",2012-02-15,2012-05-16,2012-09-06,,https://patents.google.com/patent/US20120223880A1/en,https://patentimages.storage.googleapis.com/76/42/ac/a3b37e5e8b26ba/US20120223880A1-20120906-D00000.png,,,
US-6246406-B1,Techniques for navigating layers of a user interface ,"Sun Microsystems, Inc.","Jakob Nielsen, B J Fogg",1998-02-06,2000-02-03,2001-06-12,2001-06-12,https://patents.google.com/patent/US6246406B1/en,https://patentimages.storage.googleapis.com/US6246406B1/US06246406-20010612-D00000.png,,,
US-7242111-B2,Automatic sensing power systems and methods ,"Mpathx, Llc","Gregory W. Menas, Brent A. Miller, Steve Spano",2003-11-07,2006-01-18,2007-07-10,2007-07-10,https://patents.google.com/patent/US7242111B2/en,https://patentimages.storage.googleapis.com/US7242111B2/US07242111-20070710-D00000.png,,,
US-2011050592-A1,Touch-Screen User Interface ,"Kim John T, Christopher Green, Hebenstreit Joseph J, Keller Kevin E","John T. Kim, Christopher Green, Joseph J. Hebenstreit, Kevin E. Keller",2009-09-02,2009-09-02,2011-03-03,,https://patents.google.com/patent/US20110050592A1/en,https://patentimages.storage.googleapis.com/US20110050592A1/US20110050592A1-20110303-D00000.png,,,
US-6958752-B2,Systems and methods for three-dimensional modeling ,"Sensable Technologies, Inc.","Ralph E. Jennings, Jr., Thomas Harold Massie, Bradley A. Payne, Walter C. Shannon, III",2001-01-08,2001-12-14,2005-10-25,2005-10-25,https://patents.google.com/patent/US6958752B2/en,https://patentimages.storage.googleapis.com/US6958752B2/US06958752-20051025-D00000.png,,,
US-9244562-B1,Gestures and touches on force-sensitive input devices ,"Amazon Technologies, Inc.","Ilya D. Rosenberg, Julien G. Beguin, Kenneth H Perlin, Tomer Moscovich",2009-07-31,2010-07-29,2016-01-26,2016-01-26,https://patents.google.com/patent/US9244562B1/en,https://patentimages.storage.googleapis.com/d6/26/02/07326932cff1da/US09244562-20160126-D00000.png,,,
US-8951248-B2,Surgical generator for ultrasonic and electrosurgical devices ,"Ethicon Endo-Surgery, Inc.","Jeffrey D. Messerly, Daniel J. Abbott, Jeffrey L. Aldridge, Eitan T. Wiener, Matthew C. Miller, Aaron C. Voegele, Daniel W. Price, Robert L. Koch, Jr., Mark E. Tebbe, William E. Clem",2009-10-09,2010-10-01,2015-02-10,2015-02-10,https://patents.google.com/patent/US8951248B2/en,https://patentimages.storage.googleapis.com/ce/cb/3b/a44e5b3cfe88aa/US08951248-20150210-D00000.png,,,
US-6246929-B1,Enhanced stall and recovery control system ,Lockheed Martin Corporation,Joseph H. Kaloust,1999-06-16,1999-08-17,2001-06-12,2001-06-12,https://patents.google.com/patent/US6246929B1/en,https://patentimages.storage.googleapis.com/US6246929B1/US06246929-20010612-D00000.png,,,
US-8994827-B2,Wearable electronic device ,"Samsung Electronics Co., Ltd","Pranav Mistry, Sajid Sadi, Curtis Douglas Aumiller, Chengyuan Wei",2012-11-20,2013-08-30,2015-03-31,2015-03-31,https://patents.google.com/patent/US8994827B2/en,https://patentimages.storage.googleapis.com/bb/b3/5c/5820632a380949/US08994827-20150331-D00000.png,,,
US-8546996-B2,Devices and techniques for cutting and coagulating tissue ,"Ethicon Endo-Surgery, Inc.","Jeffrey D. Messerly, Eitan T. Wiener, Brian T. Noyes, Jeffrey L. Aldridge, James R. Giordano, Robert J. Beetel, Daniel J. Abbott, Foster B. Stulen, Matthew C. Miller, Nathan J. Price, Daniel W. Price",2008-08-06,2012-08-14,2013-10-01,2013-10-01,https://patents.google.com/patent/US8546996B2/en,https://patentimages.storage.googleapis.com/59/b1/c6/fe41169abf7913/US08546996-20131001-D00000.png,,,
US-8626115-B2,Wireless network service interfaces ,Headwater Partners I Llc,"Gregory G. Raleigh, Alireza Raissinia, James Lavine",2009-01-28,2011-09-09,2014-01-07,2014-01-07,https://patents.google.com/patent/US8626115B2/en,https://patentimages.storage.googleapis.com/37/8e/c4/23fe724dada7e4/US08626115-20140107-D00000.png,,,
US-9329387-B2,See-through computer display systems ,"Osterhout Group, Inc.","John N. Border, John D. Haddick",2014-01-21,2014-12-05,2016-05-03,2016-05-03,https://patents.google.com/patent/US9329387B2/en,https://patentimages.storage.googleapis.com/66/f7/17/19723526593249/US09329387-20160503-D00000.png,,,
US-9286728-B2,Spatial location presentation in head worn computing ,"Osterhout Group, Inc.","Ralph F. Osterhout, Robert Lohse, Edward H. Nortrup, John N. Border, John D. Haddick, Nima L. Shams, Manuel Antonio Sanchez",2014-02-11,2014-05-29,2016-03-15,2016-03-15,https://patents.google.com/patent/US9286728B2/en,https://patentimages.storage.googleapis.com/99/21/03/fab8359c816c1e/US09286728-20160315-D00000.png,,,
US-9310610-B2,See-through computer display systems ,"Osterhout Group, Inc.",John N. Border,2014-01-21,2014-12-05,2016-04-12,2016-04-12,https://patents.google.com/patent/US9310610B2/en,https://patentimages.storage.googleapis.com/ef/e4/24/ebf3293f80a02c/US09310610-20160412-D00000.png,,,
US-9366867-B2,Optical systems for see-through displays ,"Osterhout Group, Inc.","John N. Border, Joseph Bietry, John D. Haddick",2014-07-08,2014-07-08,2016-06-14,2016-06-14,https://patents.google.com/patent/US9366867B2/en,https://patentimages.storage.googleapis.com/80/ef/61/635ba581a82504/US09366867-20160614-D00000.png,,,
US-8032860-B2,Methods for type-independent source code editing ,Oracle International Corporation,"Britton Worth Piehler, Kevin Zatloukal, David Glen Garber",2003-02-26,2004-02-24,2011-10-04,2011-10-04,https://patents.google.com/patent/US8032860B2/en,https://patentimages.storage.googleapis.com/28/44/7a/f274ae2e7094fa/US08032860-20111004-D00002.png,,,
US-9366868-B2,See-through computer display systems ,"Osterhout Group, Inc.","John N. Border, Joseph Bietry, Gregory Hires",2014-09-26,2014-09-26,2016-06-14,2016-06-14,https://patents.google.com/patent/US9366868B2/en,https://patentimages.storage.googleapis.com/ca/45/62/1f8d1d8f73d58b/US09366868-20160614-D00000.png,,,
US-6122585-A,"Anti-lock braking system based on an estimated gradient of friction torque, method of determining a starting point for anti-lock brake control, and wheel-behavior-quantity servo control means equipped with limit determination means ",Kabushiki Kaisha Toyota Chuo Kenkyusho,"Eiichi Ono, Katsuhiro Asano, Takaji Umeno, Hiroyuki Yamaguchi, Masaru Sugai",1996-08-20,1997-08-13,2000-09-19,2000-09-19,https://patents.google.com/patent/US6122585A/en,https://patentimages.storage.googleapis.com/pages/US6122585-1.png,,,
US-8398541-B2,Interactive user interfaces for robotic minimally invasive surgical systems ,"Intuitive Surgical Operations, Inc., Johns Hopkins University","Simon P. DiMaio, Christopher J. Hasser, Russell H. Taylor, David Q. Larkin, Peter Kazanzides, Anton Deguet, Bálazs Peter Vágvölgyi, Joshua Leven",2006-06-06,2008-08-11,2013-03-19,2013-03-19,https://patents.google.com/patent/US8398541B2/en,https://patentimages.storage.googleapis.com/03/4a/54/95045977b0a7f8/US08398541-20130319-D00000.png,,,
US-7926029-B1,System and method of progressive domain specialization product solutions ,"21St Century Systems, Inc.","Alexander D. Stoyen, Plamen D. Petrov, Qiuming Ming, Eric Lindahl",2005-01-13,2005-01-13,2011-04-12,2011-04-12,https://patents.google.com/patent/US7926029B1/en,https://patentimages.storage.googleapis.com/US7926029B1/US07926029-20110412-D00000.png,,,
US-9401540-B2,Spatial location presentation in head worn computing ,"Osterhout Group, Inc.","Ralph F. Osterhout, Robert Michael Lohse, John D. Haddick, John N. Border",2014-02-11,2014-08-05,2016-07-26,2016-07-26,https://patents.google.com/patent/US9401540B2/en,https://patentimages.storage.googleapis.com/f2/5d/89/eac37a6dea0e9d/US09401540-20160726-D00000.png,,,
US-5846189-A,System for quantifying asynchrony between signals ,Pincus; Steven M.,Steven M. Pincus,1989-09-08,1996-11-27,1998-12-08,1998-12-08,https://patents.google.com/patent/US5846189A/en,https://patentimages.storage.googleapis.com/pages/US5846189-10.png,,,
US-6216063-B1,On-line μ method for robust flutter prediction in expanding a safe flight envelope for an aircraft model under flight test ,The United States Of America As Represented By The Administrator Of The National Aeronautics And Space Administration,"Richard C. Lind, Martin J. Brenner",1998-05-06,1998-05-06,2001-04-10,2001-04-10,https://patents.google.com/patent/US6216063B1/en,https://patentimages.storage.googleapis.com/US6216063B1/US06216063-20010410-D00000.png,,,
US-6137886-A,Active vibration control method and apparatus ,Cooper Tire & Rubber Company,Rahmat A. Shoureshi,1994-07-18,1994-07-18,2000-10-24,2000-10-24,https://patents.google.com/patent/US6137886A/en,https://patentimages.storage.googleapis.com/pages/US6137886-1.png,,,
US-9299194-B2,Secure sharing in head worn computing ,"Osterhout Group, Inc.","John N. Border, Robert Michael Lohse, Ralph F. Osterhout, Edward H. Nortrup",2014-02-14,2014-02-14,2016-03-29,2016-03-29,https://patents.google.com/patent/US9299194B2/en,https://patentimages.storage.googleapis.com/31/cc/59/54a9d7a882cbb0/US09299194-20160329-D00000.png,,,
US-2015370396-A1,Force Sensing Based on Capacitance Changes ,Apple Inc.,"Steven P. Hotelling, Martin P. Grunthaner, Peter W. Richards, Romain A. Teil, Charley T. Ogata, Michael E. Wittenberg",2012-12-14,2013-03-15,2015-12-24,,https://patents.google.com/patent/US20150370396A1/en,https://patentimages.storage.googleapis.com/6f/63/f5/e9bf905e420338/US20150370396A1-20151224-D00000.png,,,
US-7623114-B2,Haptic feedback sensations based on audio output from computer devices ,Immersion Corporation,Stephen D. Rank,2001-10-09,2001-10-09,2009-11-24,2009-11-24,https://patents.google.com/patent/US7623114B2/en,https://patentimages.storage.googleapis.com/US7623114B2/US07623114-20091124-D00000.png,,,
US-2014085247-A1,Force Sensing Using Dual-Layer Cover Glass with Gel Adhesive and Capacitive Sensing ,Apple Inc.,"Omar Sze Leung, Jonah A. Harley, James E. Wright, Craig Christopher Leong, Kristina A. Babiarz",2012-09-21,2012-09-21,2014-03-27,,https://patents.google.com/patent/US20140085247A1/en,https://patentimages.storage.googleapis.com/e5/6e/35/5026fef90e6912/US20140085247A1-20140327-D00000.png,,,
US-7358956-B2,Method for providing feedback responsive to sensing a physical presence proximate to a control of an electronic device ,Microsoft Corporation,"Kenneth P. Hinckley, Steven N. Bathiche, William Vong",1998-09-14,2001-03-13,2008-04-15,2008-04-15,https://patents.google.com/patent/US7358956B2/en,https://patentimages.storage.googleapis.com/US7358956B2/US07358956-20080415-D00000.png,,,
US-9417754-B2,"User interface system, method, and computer program product ","P4tents1, LLC",Michael S. Smith,2011-08-05,2012-08-03,2016-08-16,2016-08-16,https://patents.google.com/patent/US9417754B2/en,https://patentimages.storage.googleapis.com/05/ee/31/afc01c4ca79bde/US09417754-20160816-D00000.png,,,
US-2014049463-A1,Flexible display apparatus and feedback providing method thereof ,Samsung Electronics Co. Ltd.,"Joon-kyu Seo, Chang-Soo Lee, Geun-Ho Lee",2012-08-16,2013-08-13,2014-02-20,,https://patents.google.com/patent/US20140049463A1/en,https://patentimages.storage.googleapis.com/c7/d7/2b/9c7cb7afb76e28/US20140049463A1-20140220-D00000.png,,,
US-8117197-B1,Adaptive user interface for real-time search relevance feedback ,"Surf Canyon, Inc.",Mark D. Cramer,2008-06-10,2009-06-10,2012-02-14,2012-02-14,https://patents.google.com/patent/US8117197B1/en,https://patentimages.storage.googleapis.com/2f/9c/d2/72bfd4ef6cd678/US08117197-20120214-D00000.png,,,
US-2005010880-A1,Method and user interface for debugging an electronic system ,"Bridges2Silicon, Inc.","Nils Schubert, John Beardslee, Gernot Koch, Olaf Poeppe",1999-11-30,2004-08-09,2005-01-13,,https://patents.google.com/patent/US20050010880A1/en,https://patentimages.storage.googleapis.com/US20050010880A1/US20050010880A1-20050113-D00000.png,,,
